route_id, agency_id, route_short_name, route_long_name,route_type
http://irail.be/routes/NMBS/IC2310,0,IC2310,Ostende - Bruxelles-Nat-Aeroport,2
http://irail.be/routes/NMBS/IC2311,0,IC2311,Ostende - Bruxelles-Nat-Aeroport,2
http://irail.be/routes/NMBS/IC2312,0,IC2312,Ostende - Bruxelles-Nat-Aeroport,2
http://irail.be/routes/NMBS/IC2313,0,IC2313,Ostende - Bruxelles-Nat-Aeroport,2
http://irail.be/routes/NMBS/IC2314,0,IC2314,Oostende - Brussel-Nat-Luchthaven,2
http://irail.be/routes/NMBS/IC2315,0,IC2315,Oostende - Brussel-Nat-Luchthaven,2
http://irail.be/routes/NMBS/IC2316,0,IC2316,Oostende - Brussel-Nat-Luchthaven,2
http://irail.be/routes/NMBS/IC2317,0,IC2317,Oostende - Brussel-Nat-Luchthaven,2
http://irail.be/routes/NMBS/IC2318,0,IC2318,Oostende - Brussel-Nat-Luchthaven,2
http://irail.be/routes/NMBS/IC2319,0,IC2319,Oostende - Brussel-Nat-Luchthaven,2
http://irail.be/routes/NMBS/IC2320,0,IC2320,Oostende - Brussel-Nat-Luchthaven,2
http://irail.be/routes/NMBS/IC2328,0,IC2328,Brussel-Nat-Luchthaven - Oostende,2
http://irail.be/routes/NMBS/IC2329,0,IC2329,Brussel-Nat-Luchthaven - Oostende,2
http://irail.be/routes/NMBS/IC2330,0,IC2330,Brussel-Nat-Luchthaven - Oostende,2
http://irail.be/routes/NMBS/IC2331,0,IC2331,Brussel-Nat-Luchthaven - Oostende,2
http://irail.be/routes/NMBS/IC2332,0,IC2332,Brussel-Nat-Luchthaven - Oostende,2
http://irail.be/routes/NMBS/IC2333,0,IC2333,Brussel-Nat-Luchthaven - Oostende,2
http://irail.be/routes/NMBS/IC2334,0,IC2334,Brussel-Nat-Luchthaven - Oostende,2
http://irail.be/routes/NMBS/IC2335,0,IC2335,Brussel-Nat-Luchthaven - Oostende,2
http://irail.be/routes/NMBS/IC2336,0,IC2336,Brussel-Nat-Luchthaven - Oostende,2
http://irail.be/routes/NMBS/IC2337,0,IC2337,Brussel-Nat-Luchthaven - Oostende,2
http://irail.be/routes/NMBS/IC2338,0,IC2338,Brussel-Nat-Luchthaven - Oostende,2
http://irail.be/routes/NMBS/IC2339,0,IC2339,Brussel-Nat-Luchthaven - Oostende,2
http://irail.be/routes/NMBS/IC2340,0,IC2340,Brussel-Nat-Luchthaven - Oostende,2
http://irail.be/routes/NMBS/IC2341,0,IC2341,Brussel-Nat-Luchthaven - Oostende,2
http://irail.be/routes/NMBS/IC2342,0,IC2342,Brussel-Nat-Luchthaven - Kortrijk,2
http://irail.be/routes/NMBS/IC2343,0,IC2343,Brussel-Nat-Luchthaven - Oostende,2
http://irail.be/routes/NMBS/IC2344,0,IC2344,Brussel-Nat-Luchthaven - Kortrijk,2
http://irail.be/routes/NMBS/IC2345,0,IC2345,Brussel-Nat-Luchthaven - Kortrijk,2
http://irail.be/routes/NMBS/IC2505,0,IC2505,Namen - Dinant,2
http://irail.be/routes/NMBS/IC2506,0,IC2506,Schaarbeek - Dinant,2
http://irail.be/routes/NMBS/IC2507,0,IC2507,Schaarbeek - Dinant,2
